,original_text,refined_text,label
813,b'That #39;s the recommendation from a panel from the National Academy of Sciences concerning a mission to the Hubble Space Telescope.',"A panel from the National Academy of Sciences has recommended a mission to the Hubble Space Telescope. 
",3
814,b'NASA has extended the mission of the Mars Odyssey orbiter which has been studying and mapping the Red Planet since early 2002 as well as serving as a relay for data from the surface rovers Spirit and Opportunity.',"NASA has extended the mission of the Mars Odyssey orbiter. The orbiter has been studying and mapping Mars since early 2002. It also serves as a relay for data from the surface rovers Spirit and Opportunity. 
",3
815,b'Elena Bovina added her name to the list of Russians to watch at next week #39;s US Open when she beat Nathalie Dechy to win the New Haven Open on Saturday.',"Elena Bovina won the New Haven Open on Saturday, defeating Nathalie Dechy. This victory has put Bovina on the list of Russian players to watch at the upcoming US Open. 
",1
816,b'Secretary of State Colin Powell has canceled a visit to Greece to attend the closing ceremonies of the Athens Olympics. Greek and US officials say anti-American demonstrations in the Greek capital hours before ',"Secretary of State Colin Powell cancelled a trip to Greece. The reason for the cancellation was to attend the closing ceremonies of the Athens Olympics. Greek and US officials cited anti-American demonstrations in Athens as the reason for the cancellation. 
",1
817,"b'The move is a step sought by two unions in exchange for dropping legal action against the carrier. If the hiring of Bridge Associates LLC is formally approved in bankruptcy court, the move will end a two-month '","Two unions are seeking the hiring of Bridge Associates LLC in exchange for dropping legal action against the carrier. This move, if approved by the bankruptcy court, will conclude a two-month legal dispute. 
",2
818,"b'NEW YORK - Martha Stewart (search) announced Wednesday at a press conferecne that had decided to surrender for prison as soon as possible, citing the need  quot;to put this nightmare behind me.'","Martha Stewart announced at a press conference that she would surrender to prison as soon as possible. She stated that she wanted to put this ordeal behind her. 
",2
819,"b'Consumer confidence snapped back after the election, and retail spending was strong for a second straight month - signs that shoppers, the stalwarts of the economy, are shrugging off high energy prices and moving on.'","Consumer confidence rebounded following the election, and retail spending remained robust for a second consecutive month. This indicates that consumers, a key driver of the economy, are seemingly unfazed by elevated energy prices and are continuing to spend. 
",2
820,"b'LONDON - The joint network router and switch company created by Hitachi, Ltd. and NEC Corporation, dubbed Alaxala Networks Corporation, started operating Monday (October 4th) with Hitachi offering a gigabit router initially.'","Alaxala Networks Corporation, a joint venture between Hitachi, Ltd. and NEC Corporation, began operations on October 4th. The company initially offers a gigabit router developed by Hitachi. 
",3
821,b'French President Jacques Chirac today spoke of the true friendship between his country and Britain but again stressed his opposition to the kind of military intervention which started the war in Iraq.',"French President Jacques Chirac emphasized the genuine friendship between France and Britain. However, he reiterated his opposition to the military intervention that initiated the war in Iraq. 
",0
822,"b'NEW DELHI: With all the flap about whether India should get the veto or not, the real culprit here seemed to have been the language barrier.'","The focus on India's potential veto power in international organizations may be overlooking a crucial factor: the language barrier. 
",0
823,"b'About seven or eight years ago, Harry Shatel had that conversation with Charlie Weis about the future. Shatel, the Morristown High School baseball coach, doesn #39;t remember the exact date '","Approximately seven or eight years ago, Harry Shatel, the Morristown High School baseball coach, had a conversation with Charlie Weis about the future. Shatel does not recall the exact date of the conversation. 
",1
824,"b""AP - When quarterbacks Eli Manning and Philip Rivers were chosen before the Steelers drafted Ben Roethlisberger No. 11 in April, he responded with words that bordered on anger and were wrapped with a promise to Pittsburgh: Play me, and I'll show you.""","Ben Roethlisberger was drafted by the Pittsburgh Steelers with the eleventh pick in the NFL draft.  Eli Manning and Philip Rivers were drafted before him.  Roethlisberger responded to this by stating that he would prove himself to the Steelers if they gave him the opportunity to play. 
",1
825,b'The PC maker is eyeing in-home services to go with its new consumer electronics line.',"The computer manufacturer is considering offering in-home services alongside its new line of consumer electronics products. 
",3
826,"b'Ethnic Ingush in Kartsa, Russia, wait in fear for possible reprisals after the mass killings in Beslan.'","Ethnic Ingush residents in Kartsa, Russia, are experiencing fear and apprehension due to the possibility of reprisals following the mass killings in Beslan. 
",0
827,"b'Reuters - The Justice Department has opened an\\investigation of possible accounting fraud at Fannie Mae, the\\Wall Street Journal reported on Thursday, after a federal\\regulator said the mortgage giant may have manipulated its\\earnings targets.'","The Justice Department is investigating potential accounting fraud at Fannie Mae, according to a report by the Wall Street Journal. This investigation comes after a federal regulator suggested that the mortgage company may have manipulated its earnings goals. 
",2
828,"b' TEHRAN (Reuters) - Iraqi Deputy Prime Minister Barham Salih  said Sunday he brought a message of friendship to Iran which  has been angered by charges it is stirring up tension in Iraq,  the official IRNA news agency said.'","The Deputy Prime Minister of Iraq, Barham Salih, visited Iran on Sunday and delivered a message of friendship. This visit follows recent accusations against Iran of inciting unrest in Iraq, which have angered the Iranian government. 
",0
829,"b'Without denying the reports, Jets quarterback Chad Pennington yesterday tried to quell rumors that he #39;ll require arthroscopic surgery to have the strained rotator cuff in '","Jets quarterback Chad Pennington addressed rumors that he might need arthroscopic surgery for his strained rotator cuff. He did not deny the rumors but attempted to calm them down. 
",1
830,b'The remnants of Hurricane Ivan set off a two-mile-long mudslide that left at least three dead and a North Carolina community devastated.',"Hurricane Ivan's remnants caused a massive mudslide, stretching two miles long. This disaster resulted in the deaths of at least three people and left a North Carolina community in ruins. 
",0
831,"b'Sprint Corp. is to acquire Nextel Communications Inc., title sponsor of the Breeders Cup Distaff (G1), in a \\$35-billion deal that will create the nations third-largest wireless telephone service provider '","Sprint Corporation will acquire Nextel Communications Inc., the title sponsor of the Breeders Cup Distaff (Grade 1), in a $35 billion deal. This acquisition will create the third-largest wireless telephone service provider in the United States. 
",2
832,b'Continued pressure from rival Netflix is obliging Blockbuster to stop charging late fees. This could remove up to \\$300M in revenues per year.',"Blockbuster is ending its late fee policy due to competition from Netflix. This decision could result in a loss of up to $300 million in annual revenue for Blockbuster. 
",2
833,"b'WOBURN, England (PA) -- And so there were two. After the second round Friday, Padraig Harrington and David Howell are the only members of the European Ryder Cup team left in the Heritage Tournament at Woburn.'","Two European Ryder Cup team members, Padraig Harrington and David Howell, are the only remaining players in the Heritage Tournament at Woburn after the second round on Friday. 
",1
834,b'Two articles appeared side by side on September 21 in newspapers across America. The first contained an update on Irans efforts to produce enriched uranium for nuclear powered plants to meet its growing energy needs.',"Two news articles were published on September 21 in newspapers nationwide. One article discussed Iran's efforts to enrich uranium for nuclear power plants to address their increasing energy demands. 
",0
835,b'The search for a new coach at the University of Florida should and will be a short one. Former Gators coach Steve Spurrier soon will be back in Gainesville.',"The University of Florida is searching for a new football coach. The search is expected to be brief, as former Gators coach Steve Spurrier is rumored to be returning to Gainesville. 
",1
836,"b'A MAN killed by a shark on the Great Barrier Reef was spearfishing amid a shark feeding frenzy, a crew sent to rescue him said today.'","A man who was spearfishing on the Great Barrier Reef was killed by a shark. According to a rescue crew, the man was spearfishing during a shark feeding frenzy. 
",0
837,"b'Reuters - A New York developer hoping to rebuild\\the destroyed World Trade Center on Monday won a major victory\\against his insurers, when a jury decided the hijacked airline\\attacks of Sept. 11, 2001, were two separate events.'","A New York developer pursuing the reconstruction of the World Trade Center achieved a significant legal victory against his insurance companies. A jury determined that the hijacked airline attacks of September 11, 2001, constituted two separate events. 
",2
838,"b'A kidnapped American journalist was released Sunday after the intervention of the cleric Moktada al-Sadr, even as his Shiite militia engaged '","An American journalist, who had been kidnapped, was released on Sunday. The release was facilitated by the intervention of the cleric Moktada al-Sadr. This occurred at the same time as al-Sadr's Shiite militia was involved in an engagement. 
",0
839,"b'The optimists among Rutgers fans were delighted, but the Scarlet Knights still gave the pessimists something to worry about.'","Rutgers fans who were optimistic were happy, but the team's performance still caused concern for those who were pessimistic. 
",1
840,"b""A powerful car bomb exploded near an entrance to Baghdad's fortified Green Zone Monday morning, killing 11 Iraqis and wounding at least 13 people, according to officials at nearby Yarmouk Hospital.""","On Monday morning, a car bomb detonated near an entry point to Baghdad's Green Zone. This explosion resulted in the deaths of eleven Iraqi civilians and injuries to at least thirteen others. Information regarding the casualties was provided by officials at the nearby Yarmouk Hospital. 
",0
841,"b'Rollie Hawk writes  quot;It ain #39;t warp speed, but it #39;s exciting new technology at work! The European Space Agency put an ion-propelled rocket into lunar orbit today.'","The European Space Agency has launched a rocket powered by ion propulsion into lunar orbit.  This new technology, while not reaching warp speed, is considered exciting and innovative. 
",3
842,b'The Department of Homeland Security has launched several new cybersecurity initiatives that it hopes to add to pilot projects and operational systems and that can be deployed throughout the government and the private sector.',"The Department of Homeland Security has introduced new cybersecurity initiatives. These initiatives are intended to be tested in pilot projects and operational systems.  The goal is to eventually implement these initiatives across both government and private sectors. 
",3
843,"b'NEW YORK - Recent reports on the Delta Air Lines pilots #39; agreement focus on the carrier #39;s pilots being the highest paid in the industry and on the possibility that the company may still declare bankruptcy, despite the \\$1 billion cost-cutting deal '","Delta Air Lines pilots have recently reached an agreement that makes them the highest paid in the airline industry. This agreement, which involves $1 billion in cost-cutting measures, comes amidst reports that Delta Air Lines may still face bankruptcy. 
",2
844,"b'Willie Randolph is guaranteed \\$1,875,000 under his three-year contract with the New York Mets, one of the richest deals for a first-year manager.'","Willie Randolph, the new manager of the New York Mets, has a three-year contract worth $1,875,000. This contract is considered one of the most lucrative deals for a first-year manager. 
",1
845,"b' CHICAGO (Reuters) - A U.S. bankruptcy court judge on Friday  approved a 30-day exclusivity extension for United Airlines,  giving the carrier another month to file its own reorganization  plan without competing plans from creditors.'","A U.S. bankruptcy court judge granted United Airlines a 30-day extension, allowing the airline an additional month to submit its own reorganization plan without facing competing proposals from creditors. 
",2
846,"b'Prague, 17 August 2004 (RFE/RL) -- Fresh fighting and further casualties were reported overnight in Georgia #39;s separatist republic of South Ossetia. The violence erupted hours after Georgia and South Ossetia reached an agreement under which all armed units ...'","Fighting resumed in South Ossetia, a separatist region of Georgia, on August 17, 2004, following an agreement between Georgia and South Ossetia for the withdrawal of armed units. The renewed violence resulted in additional casualties. 
",0
847,"b'AMD, Intel Corporation, Microsoft Corp. and Sun Microsystems have announced the publication of Web Services Management (WS-Management), a Web services specification that addresses the cost and complexity of '","AMD, Intel Corporation, Microsoft Corporation, and Sun Microsystems have jointly published the Web Services Management (WS-Management) specification. This specification aims to reduce the cost and complexity associated with managing web services. 
",3
848,"b'DESCRIBING himself as the  quot;underdog quot; who is facing the biggest fight of his political career, Australias prime minister, John Howard, yesterday announced his decision to go to the polls against a man 22 years his younger.'","Australian Prime Minister John Howard, describing himself as the ""underdog,"" announced his decision to run for re-election. He will face a challenger who is 22 years younger than him in what Howard described as the biggest fight of his political career. 
",0
849,b'Reuters - Saks Inc. (SKS.N) on Tuesday posted a\\wider quarterly loss as poor sales at its lower-priced\\department stores outweighed a strong performance at its Saks\\Fifth Avenue luxury chain.',"Saks Incorporated reported a larger-than-expected loss for the recent quarter. This was due to weak sales at their lower-priced department stores. However, their luxury chain, Saks Fifth Avenue, performed well. 
",2
850,b'SPAIN #39;S Prime Minister has accused the government he succeeded of ordering the destruction of all computer records on the March 11 Madrid train bombings in an attempt to influence the outcome of the election held three days later.',"Spain's Prime Minister alleged that the previous government ordered the deletion of all computer records related to the March 11 Madrid train bombings. This action, the Prime Minister claims, was an attempt to influence the results of the election held three days later. 
",0
851,b'Russia agreed on Sunday to forgive up to 80 percent of Iraqs debts to the Paris Club (about \\$33 billion). A US Treasury official quoted by Reuters said they received this information from Russia.',"On Sunday, Russia announced its agreement to forgive up to 80% of Iraq's debt to the Paris Club, which amounts to approximately $33 billion. This information was relayed to the US Treasury by a US Treasury official, as reported by Reuters. 
",0
852,"b'England captain Jonny Wilkinson has been ruled out for four to six weeks with a haematoma in his right arm. The Newcastle fly-half looks certain to miss England #39;s game against Canada on 13 November, plus the '","England rugby captain Jonny Wilkinson will be out for four to six weeks due to a blood clot in his right arm. This injury means he will likely miss England's match against Canada on November 13th. 
",1
853,"b""BOGOTA -- Colombia's armed forces blew up 6,800 stockpiled land mines yesterday as President Alvaro Uribe, Queen Noor of Jordan, and dozens of mine blast victims watched on large screens, launching an effort aimed at ridding the country of the weapons.""","Yesterday, the Colombian military detonated 6,800 landmines. President Alvaro Uribe, Queen Noor of Jordan, and many victims of landmine explosions observed the event on large screens. This action marked the beginning of a campaign to eliminate landmines in Colombia. 
",0
854,"b'DAMASCUS, Syria -- A car bomb killed a leader of the militant group Hamas in Damascus on Sunday. Police at the scene of the explosion were seen retrieving pieces of the body of Izz el-Deen Subhi Sheik Khalil.'","A car bomb exploded in Damascus, Syria, killing a leader of the militant group Hamas named Izz el-Deen Subhi Sheik Khalil. Police officers at the explosion site recovered body parts belonging to Khalil. 
",0
855,b'Middlesbrough were denied the point they needed to move into the knockout stage of the Uefa Cup by a classy Villarreal side. A defensive Boro were soon on the back foot and keeper Mark Schwarzer made three fine first-half stops.',"Middlesbrough's bid to advance to the knockout stage of the Uefa Cup was thwarted by Villarreal. Facing a skilled opponent, Middlesbrough struggled defensively from the start.  Goalkeeper Mark Schwarzer made three impressive saves in the first half to keep his team in the game. 
",1
856,"b'The finding of a dinosaur fossil in southern China has given new clues to the evolution and hunting practices of a long-necked aquatic reptile that lived some 230 million years ago, the magazine Science said on Thursday.'","A dinosaur fossil discovered in southern China has provided new insights into the evolution and hunting methods of a long-necked aquatic reptile that lived approximately 230 million years ago. This information was reported in the magazine Science. 
",3
857,"b'AP - As people spend more time online  #151; and logged into instant messaging services  #151; it\'s inevitable that there are times they just can\'t respond. That\'s why the ""away message""  #151; set up to be sent automatically from someone\'s account  #151; has become so popular.'","The popularity of ""away messages"" in instant messaging services stems from the increasing time people spend online. As people are often busy or unavailable, automatic away messages allow them to notify others about their absence and avoid misunderstandings. 
",3
858,b' NEW YORK (Reuters) - U.S. Treasury debt rallied on Friday  as a weak employment report revived talk the Federal Reserve  might slow the pace of interest rate increases.',"U.S. Treasury debt prices rose on Friday due to a weak employment report. This report led to renewed speculation that the Federal Reserve might reduce the speed at which it raises interest rates. 
",2
859,"b'Coming into this middleweight title bout, which turned out to be more mega-event than mega-fight, Oscar De La Hoya called Bernard Hopkins a bully.'","Before their middleweight title fight, which was more of a major event than a competitive fight, Oscar De La Hoya described Bernard Hopkins as a bully. 
",1
860,"b'Researchers at Cornell University are still sending messages to Mars giving instructions to the rover, Opportunity.  quot;Telling the rover how to point the cameras, and then how to take the images, what kind of '","Researchers at Cornell University are still sending instructions to the Opportunity rover on Mars. These instructions include telling the rover how to point its cameras, how to take images, and what kind of images to take. 
",3
861,"b'NEW YORK -- The stock of Ivax Corp., a maker of generic drugs, fell to a 52-week low Monday after the company said competitive pricing hurt its third-quarter results, causing them to fall short of Wall Street #39;s expectations.'","Ivax Corp., a manufacturer of generic drugs, experienced a decline in its stock price to a 52-week low on Monday. This drop was attributed to the company's announcement that competitive pricing negatively impacted its third-quarter results, causing them to fall below Wall Street's anticipated performance. 
",2
862,"b'The Popular Front of Yorkshire #39;s takeover of the England dressing room is in full swing. The Holy not-far-from Wakefield Trinity of skipper Jason Robinson, fly-half Charlie Hodgson and vice-captain Mike Tindall '","The Yorkshire players, led by captain Jason Robinson, fly-half Charlie Hodgson, and vice-captain Mike Tindall, are having a significant impact on the England rugby team. 
",1
863,"b'As opposition protests entered a third day, Prime Minister Viktor F. Yanukovich was declared the winner.'","Prime Minister Viktor F. Yanukovich was declared the winner as opposition protests entered their third day. 
",0
864,b'WASHINGTON : Drugs giant Merck and Co. #39;s shares slumped after the firm revealed civil and criminal investigations into the sale of its pain drug Vioxx.',"Merck and Co., a major pharmaceutical company, experienced a decline in its share price after disclosing that it is under investigation by both civil and criminal authorities. The investigations focus on the company's sales of Vioxx, a pain medication. 
",2
865,"b'LOS ANGELES - Researchers at the University of California, Los Angeles are celebrating the anniversary of the first message sent over what would eventually become the internet.'","Researchers at the University of California, Los Angeles are commemorating the anniversary of the first message sent on the precursor to the internet. 
",3
866,b'Roger Clemens sounded like a relieved pitcher who had thrown his last fastball after easily winning an unprecedented seventh Cy Young Award.',"Roger Clemens, after winning his seventh Cy Young Award, expressed relief, as if he had just thrown his final fastball. 
",1
867,"b'Kerr-McGee Corp. plans to shut down its Savannah, Ga., pigment sulfate production, resulting in charges of \\$75 million to \\$85 million in the third quarter.'","Kerr-McGee Corporation intends to cease operations at its Savannah, Georgia pigment sulfate production facility. This decision will result in a financial charge between $75 million and $85 million in the third quarter. 
",2
868,"b'Peter Lonard pipped third-round leader and fellow Australian James Nitties to win the Australian PGA in Melbourne. Lonard, winner of the Australian Open last week, carded a seven-under par round of 65 to finish '","Peter Lonard won the Australian PGA in Melbourne. He beat James Nitties, who was the leader after the third round. Lonard, who also won the Australian Open the previous week, scored a seven-under par round of 65. 
",1
869,b'World record holder Paula Radcliffe pulled up in tears before the end of the women #39;s marathon today as Mizuki Noguchi ensured the gold medal would be returning to Japan.',"Paula Radcliffe, the world record holder, was forced to withdraw from the women's marathon before the finish line, visibly upset. Mizuki Noguchi secured the gold medal, signifying Japan's victory in the race. 
",1
870,"b'An estimated 100,000 civilians have died in Iraq as a direct or indirect consequence of last year #39;s US-led invasion, according to a new study by a research team at the Bloom-berg School of Public Health at Johns Hopkins University in Baltimore.'","A study by researchers at the Johns Hopkins Bloomberg School of Public Health estimates that 100,000 civilians have died in Iraq as a direct or indirect result of the 2003 US-led invasion. 
",0
871,"b'AP - Business software maker PeopleSoft Inc. said Monday that it expects third-quarter revenue to range between  #36;680 million and  #36;695 million, above average Wall Street estimates of  #36;651.9 million.'","PeopleSoft Inc., a business software company, announced that it anticipates revenue between $680 million and $695 million for the third quarter. This forecast surpasses the average Wall Street estimate of $651.9 million. 
",3
872,b'THOUSANDS of construction workers and victims of asbestos were today making their way through central Sydney to rally outside a general meeting of James Hardie shareholders.',"A large group of construction workers and individuals affected by asbestos exposure gathered in central Sydney today. Their purpose was to participate in a rally outside a general meeting of James Hardie shareholders. 
",2
873,"b'S. African Government Condemns Accusations That It Is Being Used As Springboard for Haiti #39;s Aristide. A boy passes a car that says  quot;Aristide King quot; in the pro-Aristide slum of Bel-Air in Port-au-Prince, Sunday, Oct. 17, 2004.'","The South African government publicly denounced claims that it is being used as a launchpad for the return of former Haitian President Jean-Bertrand Aristide. This statement was released alongside a news photo depicting a young boy walking past a car displaying a pro-Aristide message in the Bel-Air slum of Port-au-Prince, Haiti on October 17, 2004. 
",0
874,"b'Hoping to throw some tacks in the road to slow Linux momentum, Microsoft during the next year will redouble its efforts to woo more corporate users migrating from Unix to the open source OS.'","Microsoft plans to increase its efforts to attract corporate users who are switching from Unix to Linux. This strategy is intended to slow down the growing popularity of Linux in the business world. 
",3
875,b' NEW YORK (Reuters) - The dollar was mostly stronger across  the board on Tuesday as dealers pared back bets against the  currency in predominantly technical trading.',"The US dollar strengthened against most other currencies on Tuesday. This was primarily driven by technical trading, with dealers reducing their bets against the dollar. 
",2
876,"b'CBC SPORTS ONLINE - The Anaheim Angels exercised catcher Bengie Molina #39;s contract option on Monday, but not that of pitcher Ramon Ortiz.'","The Anaheim Angels have decided to keep catcher Bengie Molina for next season by exercising his contract option. However, they have decided not to keep pitcher Ramon Ortiz. 
",1
877,"b'PeopleSoft Inc. (PSFT.O: Quote, Profile, Research) on Wednesday said its board had again unanimously rejected Oracle Corp. #39;s (ORCL.'","PeopleSoft Inc. announced that its board of directors had once again unanimously rejected Oracle Corporation's offer to acquire the company. 
",2
878,"b'The Latin American literary giant won the last laugh on book pirates by finely tuning the ending of his latest novel, ""Memories of My Melancholy Whores.""'","A renowned Latin American author, known for his literary mastery, cleverly outsmarted book pirates.  He did this by carefully altering the ending of his recent novel, ""Memories of My Melancholy Whores."" 
",0
879,"b'Reuters - The U.S. economy grew at a healthy\\3.7 percent annual rate in the third quarter this year,\\bolstered by strong consumer spending and accompanied by the\\lowest inflation in decades, the Commerce Department said on\\Friday.'","The U.S. economy expanded at a robust rate of 3.7 percent in the third quarter of the year. This growth was fueled by strong consumer spending and coincided with the lowest inflation rates in decades, according to the Commerce Department. 
",2
880,"b'The new Nintendo DS gaming handheld, launched in the United States yesterday, is interesting in many ways. With this impressive new gaming device Nintendo has set it #39;s target age group for the twenty and above crowd and not teenagers.'","Nintendo's newly released DS handheld gaming device, launched in the United States yesterday, is notable for its target audience. Unlike previous Nintendo devices aimed at teenagers, this new model targets adults aged twenty and above. 
",3
881,"b' FALLUJA, Iraq (Reuters) - U.S. warplanes, artillery and  mortars struck areas across Falluja on Monday as groups of  diehard insurgents held out to the last in the week-long  battle.'","U.S. military forces, including warplanes, artillery, and mortars, launched attacks on multiple locations in Falluja, Iraq, on Monday. This ongoing battle, which has lasted for a week, is witnessing the resistance of a group of determined insurgents. 
",0
882,b'The US Federal Communications Commission (FCC) has cleared the way for power companies to roll out broadband over power line service by approving a set of rules designed to limit interference to other radio frequency devices.',"The United States Federal Communications Commission (FCC) has issued regulations that allow power companies to provide broadband internet service over power lines. These rules aim to minimize interference with other devices that use radio frequencies. 
",3
883,"b"" TOKYO (Reuters) - Tokyo's key Nikkei average rose 1.01  percent by mid-morning on Thursday as gains on Wall Street  encouraged investors to scoop up bargains including key  technology stocks following the market's nine days of losses.""","The Nikkei stock index in Tokyo increased by 1.01 percent during the mid-morning trading session on Thursday. This rise was driven by positive performance in the US stock market, encouraging investors to purchase undervalued stocks, particularly in the technology sector. This positive movement came after a period of nine consecutive days of decline in the Japanese market. 
",2
884,"b""Anglo-Irish oil company Aminex signs a 20-year agreement to develop North Korea's oil industry.""","Aminex, an oil company based in both England and Ireland, has signed a 20-year agreement to develop North Korea's oil industry. 
",2
885,"b'SAN FRANCISCO (CBS.MW) -- Cytec Industries Inc. #39;s acquisition of the surface specialties business from UCB will produce a quick and significant revenue boost, Credit Suisse First Boston said Friday.'","Cytec Industries Inc.'s acquisition of the surface specialties business from UCB will generate a rapid and substantial increase in revenue, according to Credit Suisse First Boston. 
",2
886,"b'Chinadotcom Corp. said Friday that China #39;s state-controlled wireless carrier fined the company \\$160,000 and suspended its text-message services on charges that the cell-phone service provider #39;s Go2joy unit charged inactive users and switched customers #39; ...'","Chinadotcom Corp. announced on Friday that China's state-controlled wireless carrier has imposed a $160,000 fine on the company and suspended its text-message services. The carrier alleges that Chinadotcom's Go2joy unit charged inactive users and switched customers without their consent. 
",2
887,b'CINCINNATI (Ticker) -- It has been more than 15 years since the Cincinnati Bengals have hosted a Monday night game. But that finally ends when the Denver Broncos visit Paul Brown Stadium.',"The Cincinnati Bengals will host a Monday night football game for the first time in over 15 years. The Denver Broncos will visit Paul Brown Stadium for this game. 
",1
888,b'The International Monetary Fund on Monday commended Australia for its strong economic performance and said the country #39;s outlook was favorable and unlikely to ',"The International Monetary Fund (IMF) praised Australia for its robust economic performance on Monday. The IMF stated that Australia's economic outlook is positive and unlikely to be negatively impacted by global economic headwinds. 
",2
889,"b'Reuters - A Palestinian driver targeting Israelis\\masterminded bombings that killed 33 people at Egyptian resorts\\on Oct. 7 and he himself died in one of the explosions because\\the timer was badly set, Egypt said on Monday.'","Egypt announced on Monday that a Palestinian driver, who was targeting Israelis, was responsible for the bombings that killed 33 people at Egyptian resorts on October 7th. The driver died in one of the explosions because the timer was set incorrectly. 
",0
890,b'President Bush is on his way to Canada for a two-day trip that will mark his first official visit to America #39;s northern neighbor.',"President Bush is traveling to Canada for a two-day visit. This will be his first official trip to America's northern neighbor. 
",0
891,"b'Intel Corp. has taken some lumps this year due to weakening market conditions and several strategic errors, but the semiconductor supplier remains loyal to its shareholders.'","Intel Corporation has faced challenges this year due to a softening market and several strategic missteps. Despite these difficulties, the semiconductor company continues to prioritize its commitment to its shareholders. 
",2
892,"b""Beefier batteries and multicore chips aim to make Intel's future mobiles more like desktops.""","Intel plans to incorporate powerful batteries and multi-core processors in its future mobile devices. This strategy aims to bridge the gap between the performance of mobile and desktop computers, making Intel-powered mobiles more powerful and similar to desktop experiences. 
",3
893,b'NEW YORK -- RealNetworks Inc. survived the dot-com collapse and an assault from Microsoft Corp. Now it #39;s trying to remake itself into a provider of paid Internet content.',"RealNetworks, a company that successfully navigated the dot-com bubble burst and a challenge from Microsoft, is currently shifting its focus to become a provider of paid internet content. 
",3
894,"b'British authorities are warning fans of the Apple iPod music player using a companion device called the iTrip is illegal. Made by Griffin Technology and available on eBay for less than \\$40, it lets users play '","British authorities are warning people who use Apple iPods with a device called iTrip that this practice is illegal. The iTrip, made by Griffin Technology and sold on eBay for under $40, allows users to play music from their iPods through car radios. 
",3
895,"b'IBM, a barometer of trends in the computing business, has reported a solid quarterly performance that pointed to modest if uneven improvement in the corporate technology sector.'","IBM, a company often seen as a reflection of trends in the technology industry, has announced strong quarterly results. These results suggest a slight, but uneven, improvement in the use of technology by businesses. 
",2
896,"b'LOS ANGELES Nov 19, 2004 - The recording industry has filed copyright infringement lawsuits against 761 computer users, the latest round of litigation in the record companies #39; effort to stamp out unauthorized trading of music online.'","The recording industry has sued 761 computer users for copyright infringement. This is the latest action in the industry's fight against the unauthorized online sharing of music. 
",3
897,"b'AP - Top-seeded Roger Federer won a record 13th straight final Sunday, beating Lleyton Hewitt 6-3, 6-2 in the title match of the ATP Masters Cup.'","Roger Federer, the top seed, won the ATP Masters Cup by defeating Lleyton Hewitt in the final match. Federer achieved a record 13th consecutive final victory, winning the match with a score of 6-3, 6-2. 
",1
898,"b'This may be Lone Star Park, but more than a few stars big and bright will be deep in the heart of Texas on Oct. 30 for the 21st Breeders #39; Cup World Thoroughbred Championships.'","The 21st Breeders' Cup World Thoroughbred Championships will take place at Lone Star Park in Texas on October 30th.  Many prominent horses will be competing in this event. 
",1
899,"b'HOUSTON -- Roger Federer dangled, Andy Roddick got mangled, and the nerves of 6,510 devotees were tangled and jangled during a breezy, bleak afternoon as the four best tennis players of the universe jammed with each other to see who would remain standing for the Masters Cup final.'","The top four tennis players in the world faced off in a tense match at the Masters Cup. The crowd of 6,510 watched as Roger Federer and Andy Roddick battled it out, creating a thrilling atmosphere. The match was intense, with the players' nerves on edge. 
",1
900,"b' WASHINGTON (Reuters) - BellSouth Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BLS.N target=/stocks/quickinfo/fullquote""&gt;BLS.N&lt;/A&gt; on Monday  said third-quarter earnings fell due to hurricane damage in the  southeastern U.S.'","BellSouth Corporation, a telecommunications company, reported a decline in earnings for the third quarter. This decrease was attributed to damages caused by hurricanes in the southeastern United States. 
",2
901,"b""AP - Saddam Hussein met for the first time since his capture a year ago with a defense lawyer Thursday, two days after Iraq announced it will soon bring top figures of the fallen regime to court, the chief of the former dictator's legal team said.""","Saddam Hussein, the former Iraqi dictator, met with a defense lawyer for the first time since his capture a year ago on Thursday. This meeting occurred just two days after Iraq announced plans to soon bring key figures of the deposed regime to trial. The lawyer involved in the meeting is the head of Hussein's legal team. 
",0
902,"b'For the sixth month in a row, the market share of open source browsers Mozilla and FireFox and Apple #39;s Safari browser have grown, slowly eroding Microsoft Internet Explorer #39;s (IE) market share in the process.'","Open source browsers Mozilla Firefox and Apple's Safari browser have increased their market share for the sixth consecutive month. This rise has gradually reduced the market share of Microsoft Internet Explorer (IE). 
",3
903,"b'In Indonesia, former general Susilo Bambang Yudhoyono is heading for a massive presidential election victory over incumbent Megawati Sukarnoputri.'","In Indonesia's presidential election, former general Susilo Bambang Yudhoyono is projected to win a decisive victory over the incumbent president, Megawati Sukarnoputri. 
",0
904,"b""European aircraft manufacturer Airbus SAS has taken issue with part of the European Union's (E.U.'s) antitrust decision against Microsoft Corp. and has filed a petition with the court handling the software maker's appeal.""","Airbus, a European aircraft manufacturer, has challenged a portion of the European Union's antitrust ruling against Microsoft. Airbus has filed a petition with the court handling Microsoft's appeal of the decision. 
",3
905,"b'Brent crude sets intraday mark in London, US crude comes close as supply concerns plague market. LONDON (Reuters) - London oil prices hit record highs on Monday as worries about the stability of supplies from '","Brent crude oil prices reached a record high in London on Monday. This surge was driven by concerns about the stability of oil supplies. US crude oil prices also approached record highs. 
",2
